file date time magnification species mating_type replicate sampling_cnt indiv_per_frame indiv_per_volume bioarea_per_frame bioarea_per_volume major_mean major_sd minor_mean minor_sd gross_speed_mean gross_speed_sd net_speed_mean net_speed_sd sd_turning_mean time_diff
sample_0017 2018-04-02 10 2 Tet III 5 7 481.666666666667 15.5376344086022 734814.455498667 23703.6921128602 53.9077621157964 8.82959734703748 35.1069185258419 6.23655518209241 305.587998573427 125.349291063936 183.414607293128 136.12309999571 0.653274894810659 169
sample_0018 2018-04-02 10 2 Tet III 6 7 441.273333333333 14.234623655914 631087.695546 20357.6675982581 52.3229760000093 8.9088339125135 33.8547312318025 6.50420419462751 294.722636091568 126.356623502452 183.656762360447 136.943825761114 0.602081339712919 169
sample_0019 2018-04-02 10 2 Tet IV 1 7 546.92 17.6425806451613 895671.408521333 28892.6260813333 55.7223842596987 8.50077520603236 35.9471517075937 6.19008177773206 300.360462968637 115.13349844325 173.781411764706 128.186922400788 0.658705882352941 169
sample_0020 2018-04-02 10 2 Tet IV 2 7 516.28 16.6541935483871 798591.702572666 25761.0226636344 54.5308856585055 8.6390571160116 34.7495308675477 6.1606758251917 297.413417511138 115.480540892188 176.337319453481 128.354870737455 0.667755367599219 169
sample_0021 2018-04-02 10 2 Tet IV 3 7 505.953333333333 16.3210752688172 833338.4639 26881.8859322581 55.8738958392157 7.91280263576329 36.1601005984894 5.60692420948493 317.232878051646 111.774775801779 185.089002770083 131.254963283944 0.638150969529086 169
sample_0022 2018-04-02 10 2 Tet IV 4 7 452.22 14.5877419354839 679020.688726 21903.8931847097 53.5659193782504 8.79656521733729 34.2098009247676 6.24749857708255 275.248263141732 125.37712425297 167.486443341605 131.2959407479 0.667444168734491 169
sample_0023 2018-04-02 10 2 Tet IV 5 7 550.293333333333 17.7513978494624 826858.027938667 26672.8396109247 53.8390773655562 8.43659977554065 34.3243754418889 5.86266972275026 284.902924392552 120.679897909228 166.653640992998 129.686576306092 0.693583704646722 169
sample_0024 2018-04-02 10 2 Tet IV 6 7 479.926666666667 15.4815053763441 724615.161568 23374.6826312258 53.9679116427775 10.8612489633708 33.916461797832 6.76793994354881 262.684415705881 124.477617740539 155.496496572734 132.790403865465 0.684211728865194 169
sample_0025 2018-04-02 10 2 Tet V 1 7 424.146666666667 13.6821505376344 831057.78272 26808.3155716129 61.2028856596833 9.32231127032433 39.1388284826316 6.37197265518003 331.227781899008 94.0221033716569 191.034365802383 117.514807401264 0.7827119831815 169
sample_0026 2018-04-02 10 2 Tet V 2 7 388.826666666667 12.5427956989247 782571.996784667 25244.2579607957 62.2393140485553 10.3553114071187 39.4621949697004 7.23705301198644 310.812358072181 106.924759998582 178.54504460665 124.632622875878 0.769959448499595 169
sample_0027 2018-04-02 10 2 Tet V 3 7 389.326666666667 12.5589247311828 744757.309818 24024.4293489677 60.1415451444856 10.5693720813013 38.3804938047854 7.41885507060324 308.428600625573 107.308297359757 180.782585365854 128.930034524247 0.751536585365854 169
sample_0028 2018-04-02 10 2 Tet V 4 7 448.906666666667 14.4808602150538 883781.689433333 28509.086755914 61.6482069383462 9.51867902460113 39.3039849088105 6.89978900388506 312.744095590438 96.571926722709 176.130144032922 117.875163534815 0.78079561042524 169
sample_0029 2018-04-02 10 2 Tet V 5 7 506.753333333333 16.3468817204301 891561.797712 28760.0579907097 58.1711923024814 9.5966596862182 36.6804408526447 6.18357945035259 301.202271712791 100.492472950169 167.175480895916 115.597050589292 0.745125164690382 169
sample_0030 2018-04-02 10 2 Tet V 6 7 424.073333333333 13.6797849462366 759646.927442 24504.7395949032 58.3624148625049 10.1255219538673 37.1864062114846 6.95304441282582 299.103291366403 97.9746868823734 164.773250377074 112.412304795123 0.785286576168929 169
sample_0031 2018-04-02 10 2 Tet VI 1 7 487.293333333333 15.7191397849462 823259.490893333 26556.7577707527 56.3831801605164 8.71606872267905 36.0051116880048 5.70029380811961 291.766026450912 95.233504964892 156.627432249322 110.596003410698 0.775433604336043 169
sample_0032 2018-04-02 10 2 Tet VI 2 7 448.453333333333 14.4662365591398 780999.377805333 25193.5283163011 57.5156517344982 8.52647877725764 36.7494074188988 5.54421861062632 307.521244657778 89.5911820460094 161.48176119403 110.396662443204 0.782402985074627 169
sample_0033 2018-04-02 10 2 Tet VI 3 7 442.733333333333 14.2817204301075 751430.607453333 24239.6970146237 56.598013847768 7.48669225380221 36.5252153789713 5.03455050625325 320.089653871737 92.1767392593701 171.141664179104 111.451018606654 0.773 169
sample_0034 2018-04-02 10 2 Tet VI 4 7 525.786666666667 16.9608602150538 895309.156136 28880.9405205161 56.3150380082949 7.50863287599443 36.6952928458524 5.24874257088006 307.576072983957 87.9541881926446 167.670959692898 111.733831558304 0.738253358925144 169
sample_0035 2018-04-02 10 2 Tet VI 5 7 503.626666666667 16.2460215053763 883825.278364 28510.4928504516 57.8775322262701 8.01017628135622 37.3149992522814 5.03923182443795 316.994134259027 89.0034102261992 169.123761348898 114.863443102857 0.746044098573281 169
sample_0036 2018-04-02 10 2 Tet VI 6 7 583.32 18.8167741935484 956574.365398 30857.2375934839 55.2092032697301 7.24232972442884 36.3316681854695 4.73262888511355 284.369914834719 83.8230288795826 148.474311704063 107.345750015479 0.723020012128563 169
sample_0037 2018-04-02 10 2 Tet VII 1 7 577.406666666667 18.6260215053763 794313.990665333 25623.0319569462 52.0355454716063 9.22054546590477 31.9668140247347 6.04151075283104 265.110940950775 136.296362226839 167.234333139196 140.629528735286 0.703395457192778 169
sample_0038 2018-04-02 10 2 Tet VII 2 7 519.8 16.7677419354839 726034.25208 23420.4597445161 51.9183211551588 8.14115287784737 32.9552838961612 5.95773588611954 304.42540192478 137.636360222088 195.919565741858 146.205401871214 0.662141133896261 169
sample_0039 2018-04-02 10 2 Tet VII 3 7 547.64 17.6658064516129 751804.853242667 24251.7694594409 51.6494029288208 7.35713145583812 32.5751314554071 4.98189710183719 323.940376845736 130.977798635883 209.761835405565 147.603433108679 0.607347542924808 169
sample_0040 2018-04-02 10 2 Tet VII 4 7 483.853333333333 15.6081720430108 673387.206321333 21722.1679458495 52.4215047553568 8.47830878943317 32.7495987643492 5.62427295103246 309.55930023729 136.78141390799 198.473786739576 147.172698500806 0.665980861244019 169
sample_0041 2018-04-02 10 2 Tet VII 5 7 603.553333333333 19.4694623655914 860716.116718 27765.0360231613 52.663453965109 7.76412400838979 33.2963741780645 5.26080547170875 318.863029824508 125.070981297044 202.476241469816 140.621524233215 0.635942257217848 169
sample_0042 2018-04-02 10 2 Tet VII 6 7 462.286666666667 14.9124731182796 633556.079946667 20437.2929015054 51.5801616626046 7.30382421675068 32.9438224182721 5.07700207263781 325.031445889853 128.062080162983 209.584737215909 143.716211836013 0.6328125 169
sample_0001 2018-04-04 11 2 Tet I 1 8 673.206666666667 21.7163440860215 936842.249707333 30220.7177324946 51.1324341009365 7.56576015792483 33.1654395783245 4.90050400030707 229.737720832754 70.7505047098911 148.435594520548 91.5654205138085 0.551698630136986 218
sample_0002 2018-04-04 11 2 Tet I 2 8 714.38 23.0445161290323 1044589.895072 33696.448228129 52.367652388008 7.06259045442636 33.6570680877044 4.92881956034064 239.065844095044 74.5383423017194 145.093701875617 99.2157275327098 0.636870681145113 218
sample_0003 2018-04-04 11 2 Tet I 3 8 734.426666666667 23.6911827956989 1051969.127046 33934.4879692258 51.9133054802876 7.66314902925066 33.236817550595 4.89303231756718 240.541058466859 72.0819076866784 146.744969091774 95.0359339335234 0.59435092724679 218
sample_0004 2018-04-04 11 2 Tet I 4 8 778.98 25.1283870967742 1091822.821654 35220.0910210968 51.9188495569648 7.21951790896755 33.0107503662996 4.49750773341529 261.708093097494 75.2819118325666 147.464482758621 99.3497541040027 0.688512931034483 218
sample_0005 2018-04-04 11 2 Tet I 5 8 755.046666666667 24.3563440860215 1020177.514672 32908.9520861935 50.419747507689 6.9023540710646 32.5204758920608 4.3113892240522 242.092002149925 68.4685741448441 129.529297912713 88.692510673819 0.681513282732448 218
sample_0006 2018-04-04 11 2 Tet I 6 8 825.34 26.6238709677419 1197879.39705467 38641.2708727312 52.8814088665403 7.19086819983444 33.4239443370503 4.36309481342567 273.586663842247 78.7057896178596 156.442103235747 104.682113505155 0.704006163328197 218
sample_0007 2018-04-04 11 2 Tet II 1 8 555.473333333333 17.9184946236559 873362.451948667 28172.9823209247 54.7296807413503 8.67390197276852 34.809082839267 5.36180185837038 281.593965678801 91.9025829587389 154.135744949495 109.290981579131 0.723781565656566 218
sample_0008 2018-04-04 11 2 Tet II 2 8 565.333333333333 18.2365591397849 879633.132301333 28375.2623323011 54.370920990162 7.41613540521349 35.1053609922455 4.74880485184445 286.280504862343 94.0569603527055 157.00535443038 112.516863554335 0.715164556962025 218
sample_0009 2018-04-04 11 2 Tet II 3 8 582.42 18.7877419354839 889604.551556 28696.9210179355 53.8904691357681 8.20404106051973 34.6694069792295 4.88032678495249 270.127961509546 92.3223959352205 151.937592137592 109.601744510433 0.721339066339066 218
sample_0010 2018-04-04 11 2 Tet II 4 8 639.626666666667 20.6331182795699 957410.034838 30884.1946721935 53.3220870581579 8.09807731912339 34.330219999214 5.02316675673341 305.572097245392 105.507043005338 174.487721193416 124.124357709687 0.740236625514403 218
sample_0011 2018-04-04 11 2 Tet II 5 8 556.833333333333 17.9623655913979 863085.652256667 27841.4726534409 54.5663642741814 7.92584594106306 35.2028847829536 4.42471403077444 338.908329564443 95.2587202460452 187.211383981154 123.730644551811 0.708716136631331 218
